Close_BTC,Close_ETH,Close_SPX,Close_NASDAQ,GDP,UNRATE,CPI,FFR
3399.47168,104.535301,2706.050049,7288.350098,20304.874,3.8,253.322,2.4
3666.780273,119.267746,2707.879883,7298.200195,20304.874,3.8,253.322,2.4
3648.430664,121.298393,2709.800049,7307.899902,20304.874,3.8,253.322,2.4
3653.528564,122.572289,2744.72998,7414.620117,20304.874,3.8,253.322,2.4
3632.070557,122.553604,2753.030029,7420.379883,20304.874,3.8,253.322,2.4
3616.880859,121.390205,2745.72998,7426.950195,20304.874,3.8,253.322,2.4
3620.810791,122.100388,2775.600098,7472.410156,20304.874,3.8,253.322,2.4
3947.094482,145.346191,2779.76001,7486.77002,20304.874,3.8,253.322,2.4
3999.820557,149.554337,2784.699951,7489.069824,20304.874,3.8,253.322,2.4
3954.118164,146.130844,2774.879883,7459.709961,20304.874,3.8,253.322,2.4
4005.526611,149.092453,2792.669922,7527.540039,20304.874,3.8,253.322,2.4
3882.696289,139.822861,2796.110107,7554.459961,20304.874,3.8,253.322,2.4
3854.35791,138.089676,2793.899902,7549.299805,20304.874,3.8,253.322,2.4
3851.047363,136.125961,2792.379883,7554.509766,20304.874,3.8,253.322,2.4
3854.7854,136.746246,2784.48999,7532.529785,20304.874,3.8,253.322,2.4
3859.58374,136.443619,2803.689941,7595.350098,20304.874,3.8,254.202,2.41
3761.557129,127.774124,2792.810059,7577.569824,20304.874,3.8,254.202,2.41
3896.375,137.822388,2789.649902,7576.359863,20304.874,3.8,254.202,2.41
3903.942627,138.789352,2771.449951,7505.919922,20304.874,3.8,254.202,2.41
3911.484375,138.0345,2748.929932,7421.459961,20304.874,3.8,254.202,2.41
3901.131592,135.127075,2743.070068,7408.140137,20304.874,3.8,254.202,2.41
3905.227295,133.83403,2783.300049,7558.060059,20304.874,3.8,254.202,2.41
3909.15625,134.442886,2791.52002,7591.029785,20304.874,3.8,254.202,2.41
3906.717285,133.263077,2810.919922,7643.410156,20304.874,3.8,254.202,2.41
3924.369141,133.711594,2808.47998,7630.910156,20304.874,3.8,254.202,2.41
3960.911133,137.691788,2822.47998,7688.529785,20304.874,3.8,254.202,2.41
4032.507324,139.374603,2832.939941,7714.47998,20304.874,3.8,254.202,2.41
4071.190186,140.519196,2832.570068,7723.950195,20304.874,3.8,254.202,2.41
4087.476318,140.686356,2824.22998,7728.970215,20304.874,3.8,254.202,2.41
4029.326904,136.636063,2854.879883,7838.959961,20304.874,3.8,254.202,2.41
4023.968262,137.181442,2800.709961,7642.669922,20304.874,3.8,254.202,2.41
3963.070557,135.031021,2798.360107,7637.540039,20304.874,3.8,254.202,2.41
3985.080811,135.460358,2818.459961,7691.52002,20304.874,3.8,254.202,2.41
